CHAVEGERAL,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,CODREGIAO5,REGIAO5,CODREGIAO8,REGIAO8,TB_SUBSETOR,SUBSETOR,TB_SETOR,SETOR,ESTAB,EMPREGO,HOMEM,MULHER,BRANCA,PARDA,PRETA,AMARELA,INDÍGENA,RACANI,RACA_IGN,ANALF,EF1A5INCOMP,EF5COM,EF6A9INCOMP,EFCOM,EMINCOM,EMCOMP,ESINCOM,ESCOMP,MESTRADO,DOUTORADO,ATE17,18A24,25A29,30A39,40A49,50A64,65OUMAIS,"ATE0,50SM","0,51A1,00SM","1,01A1,50SM","1,51A2,00SM","2,01A3,00SM","3,01A4,00SM","4,01A5,01SM","5,00A7,00SM","7,01A10,00SM","10,01A15,00SM","15,01A20,00SM",MAISDE20SM,RENDAIG,CBO_GG_1,CBO_GG_2,CBO_GG_3,CBO_GG_4,CBO_GG_5,CBO_GG_6,CBO_GG_7,CBO_GG_8,CBO_GG_9,CBO_GG_IGN
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,17,COM ATACAD,5,COMERCIO,38,247,178,69,123,82,12,0,0,30,0,0,1,3,11,22,18,131,25,34,2,0,1,51,44,83,46,19,3,0,0,52,76,79,18,2,10,3,3,1,1,2,15,12,31,82,73,0,25,6,3,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,18,INST FINANC,6,SERVICOS,10,97,34,63,71,18,7,1,0,0,0,0,0,0,0,0,6,12,11,68,0,0,1,10,35,32,16,3,0,0,1,4,3,6,25,29,16,8,3,0,1,1,22,25,6,43,0,0,0,0,1,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,19,ADM TEC PROF,6,SERVICOS,135,"1,615","1,219",396,"1,223",227,97,3,4,61,0,9,12,47,73,186,203,935,66,81,2,1,5,164,227,486,405,315,13,0,7,320,365,769,81,31,22,6,1,1,1,11,26,43,76,272,"1,152",0,36,3,7,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,20,TRAN E COMUN,6,SERVICOS,73,"1,411","1,226",185,684,389,64,4,19,251,0,0,16,5,23,153,52,"1,001",27,134,0,0,0,153,224,532,310,181,11,6,16,434,489,313,58,36,16,7,2,0,0,34,25,17,240,251,563,0,305,2,7,1
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,21,ALOJ COMUNIC,6,SERVICOS,116,"1,192",572,620,749,293,93,8,1,48,0,0,21,29,59,227,176,541,19,118,2,0,47,247,168,335,229,160,6,2,87,436,415,173,28,16,7,4,3,1,4,16,82,113,105,114,731,1,31,3,11,1
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,22,MED ODON VET,6,SERVICOS,22,89,29,60,55,16,5,0,0,13,0,0,0,0,1,2,4,57,5,20,0,0,0,8,7,22,24,20,8,0,0,46,22,14,5,0,0,1,0,0,0,1,1,13,11,59,5,0,0,0,0,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,23,ENSINO,6,SERVICOS,26,390,91,299,268,55,16,7,3,41,0,0,3,3,7,13,11,104,13,230,6,0,0,26,43,143,101,70,7,2,9,131,81,87,38,15,21,2,0,0,0,4,7,207,95,36,41,0,4,0,0,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,25,AGRICULTURA,8,AGROPECUARIA,1,32,31,1,30,0,2,0,0,0,0,0,0,0,5,12,11,4,0,0,0,0,0,11,3,3,3,11,1,0,1,22,5,3,0,0,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,2,MIN NAO MET,2,IND TRANSF,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,3,IND METALURG,2,IND TRANSF,17,165,150,15,112,21,12,1,0,19,0,0,1,23,10,29,19,75,3,5,0,0,4,22,19,38,40,34,8,0,2,11,34,42,36,16,15,5,1,0,0,3,2,2,24,14,10,1,95,15,2,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,4,IND MECANICA,2,IND TRANSF,14,143,127,16,77,45,19,1,0,1,0,0,3,3,8,14,11,72,5,27,0,0,0,11,23,50,31,25,3,0,0,5,21,60,24,8,9,5,1,0,0,10,5,11,56,11,5,0,52,0,3,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,5,ELET E COMUN,2,IND TRANSF,7,123,66,57,93,25,4,1,0,0,0,0,6,5,11,16,14,43,7,20,1,0,0,3,7,26,32,47,8,0,0,6,28,43,12,5,5,6,10,0,0,8,8,8,16,26,12,0,46,5,2,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,6,MAT TRANSP,2,IND TRANSF,2,20,14,6,14,6,0,0,0,0,0,0,0,1,3,1,1,14,0,0,0,0,0,3,3,7,5,2,0,0,0,6,6,7,0,0,1,0,0,0,0,0,1,0,0,2,0,0,10,7,0,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,7,MAD E MOBIL,2,IND TRANSF,11,74,65,9,44,25,3,0,0,2,0,0,2,2,1,7,11,47,2,2,0,0,0,8,15,19,19,13,0,0,0,11,24,26,9,3,0,0,1,0,0,0,2,1,4,7,1,0,59,0,0,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,8,PAPEL E GRAF,2,IND TRANSF,16,703,411,292,554,85,52,9,1,2,0,0,4,3,8,35,79,342,34,190,5,3,2,105,106,226,175,85,4,0,18,19,113,136,111,78,83,54,38,22,26,5,69,103,48,102,36,0,317,18,10,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,9,BOR FUM COUR,2,IND TRANSF,16,187,116,71,147,22,18,0,0,0,0,0,2,3,10,23,18,118,3,10,0,0,0,28,29,55,40,32,3,0,1,50,63,35,22,5,6,1,0,0,0,4,7,2,17,19,8,0,112,18,4,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,10,IND QUIMICA,2,IND TRANSF,5,164,119,45,82,55,24,1,0,2,0,2,10,4,21,21,23,71,3,9,0,0,1,13,33,55,44,17,1,0,0,5,47,53,32,10,9,4,3,1,0,0,4,9,9,14,15,0,84,26,3,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,11,IND TEXTIL,2,IND TRANSF,19,245,95,150,138,72,18,0,0,17,0,0,1,5,15,43,43,130,2,6,0,0,1,39,24,61,58,56,6,0,5,93,65,55,12,5,4,0,0,0,0,6,5,3,15,51,13,0,151,1,6,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,13,ALIM E BEB,2,IND TRANSF,10,111,80,31,64,35,9,0,0,3,0,0,2,7,4,16,7,71,3,1,0,0,0,21,22,46,11,9,2,1,4,38,52,13,1,1,0,0,0,0,0,1,7,1,0,11,58,0,23,11,0,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,14,SER UTIL PUB,3,SERV IND UP,3,22,17,5,15,5,2,0,0,0,0,0,1,1,1,2,0,12,2,3,0,0,0,2,2,6,10,2,0,0,0,0,3,11,6,1,1,0,0,0,0,0,0,1,9,6,1,0,5,0,0,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,15,CONSTR CIVIL,4,CONSTR CIVIL,38,"1,775","1,658",117,878,674,211,3,0,9,0,4,92,108,209,225,190,824,36,85,2,0,15,258,326,532,356,274,14,1,28,74,585,595,246,103,78,28,5,0,0,32,17,29,114,155,99,0,"1,064",3,294,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,16,COM VAREJ,5,COMERCIO,327,"2,524","1,464","1,060","1,381",794,116,12,3,218,0,0,23,104,66,259,257,"1,635",71,107,2,0,31,535,436,736,464,301,21,2,36,666,997,522,146,65,37,6,2,2,1,42,107,42,203,476,"1,138",0,386,110,62,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,17,COM ATACAD,5,COMERCIO,60,"2,974","1,730","1,244","1,534","1,120",124,7,3,186,0,2,5,14,25,42,32,611,72,"2,159",12,0,60,290,453,"1,314",636,212,9,78,28,232,966,412,335,277,227,166,100,44,66,43,255,338,252,421,"1,531",1,148,6,22,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,18,INST FINANC,6,SERVICOS,16,339,162,177,279,34,9,16,1,0,0,0,0,0,0,1,1,86,20,231,0,0,0,19,39,109,87,85,0,0,0,11,6,2,42,74,104,69,20,6,4,1,12,27,5,294,0,1,0,0,0,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,19,ADM TEC PROF,6,SERVICOS,134,"1,090",648,442,728,247,43,2,2,68,0,17,37,70,105,174,70,422,56,135,4,0,8,175,133,318,246,196,14,1,31,338,303,235,80,34,38,10,2,3,0,15,19,71,61,274,488,21,149,3,4,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,20,TRAN E COMUN,6,SERVICOS,69,900,735,165,462,271,94,10,1,62,0,0,9,10,40,97,68,548,21,105,2,0,1,92,105,280,220,186,16,0,6,112,277,283,94,50,38,12,8,1,7,12,34,52,82,176,116,0,415,0,25,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,21,ALOJ COMUNIC,6,SERVICOS,96,707,270,437,430,196,61,3,2,15,0,2,23,14,31,108,92,311,15,111,0,0,10,155,112,196,142,86,6,0,55,277,171,143,27,7,7,2,1,0,0,17,42,81,23,97,426,0,21,13,3,1
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,22,MED ODON VET,6,SERVICOS,28,54,10,44,45,5,1,0,1,2,0,0,1,0,1,2,1,38,1,10,0,0,0,6,10,7,14,16,1,0,0,25,17,7,4,0,0,0,0,0,0,1,1,7,6,35,4,0,1,0,0,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,23,ENSINO,6,SERVICOS,44,858,164,694,629,145,44,0,0,40,0,1,16,16,25,41,18,222,49,457,13,0,0,70,101,318,201,159,9,5,26,255,181,261,69,21,26,6,3,0,0,5,20,396,176,86,170,0,10,0,0,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,25,AGRICULTURA,8,AGROPECUARIA,2,8,6,2,7,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,3,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,2,MIN NAO MET,2,IND TRANSF,4,47,44,3,26,15,3,2,0,1,0,0,1,2,7,11,4,15,6,1,0,0,0,4,13,10,12,7,1,0,0,5,16,18,6,2,0,0,0,0,0,0,1,0,1,6,2,0,36,1,0,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,3,IND METALURG,2,IND TRANSF,11,50,41,9,24,22,4,0,0,0,0,0,0,0,4,11,6,23,2,4,0,0,0,13,5,18,8,6,0,0,2,16,14,15,2,1,0,0,0,0,0,0,0,1,3,4,1,0,40,1,0,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,4,IND MECANICA,2,IND TRANSF,4,42,39,3,33,1,7,0,1,0,0,0,0,0,1,11,5,24,1,0,0,0,0,11,10,5,9,7,0,0,0,12,11,13,4,0,1,0,0,0,0,1,0,0,6,3,1,0,31,1,0,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,5,ELET E COMUN,2,IND TRANSF,1,12,10,2,12,0,0,0,0,0,0,0,0,0,0,0,3,7,0,2,0,0,0,3,2,5,2,0,0,0,0,3,7,1,0,0,0,0,0,0,0,1,2,0,9,0,1,0,0,0,0,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,7,MAD E MOBIL,2,IND TRANSF,5,49,46,3,23,18,6,0,1,1,0,1,1,18,7,11,6,5,0,0,0,0,0,5,7,11,19,6,1,0,0,1,11,19,13,4,1,0,0,0,0,0,1,0,1,3,2,0,42,0,0,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,8,PAPEL E GRAF,2,IND TRANSF,7,32,23,9,19,12,1,0,0,0,0,0,2,3,0,4,9,10,1,3,0,0,0,3,3,11,9,6,0,0,0,2,14,7,6,1,1,0,0,0,0,1,1,2,1,4,1,0,21,2,0,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,9,BOR FUM COUR,2,IND TRANSF,5,58,22,36,44,10,2,0,0,2,0,0,0,0,1,26,9,19,1,2,0,0,0,12,7,16,15,7,1,0,2,21,17,11,2,4,0,1,0,0,0,0,0,1,3,2,3,0,49,0,0,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,10,IND QUIMICA,2,IND TRANSF,7,108,89,19,95,7,6,0,0,0,0,0,0,3,4,15,14,62,2,8,0,0,0,19,18,27,21,21,2,0,0,6,12,62,17,6,3,2,0,0,0,0,5,5,16,16,6,10,41,8,1,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,11,IND TEXTIL,2,IND TRANSF,11,115,34,81,77,29,8,1,0,0,0,0,1,8,4,23,4,65,5,5,0,0,0,15,14,28,22,28,8,0,1,26,60,15,3,0,2,0,0,0,0,8,6,1,14,13,15,0,64,1,1,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,13,ALIM E BEB,2,IND TRANSF,7,22,7,15,15,2,5,0,0,0,0,0,0,2,2,2,3,12,1,0,0,0,0,1,3,9,5,3,1,0,0,9,10,2,0,0,0,0,0,0,0,1,0,0,0,3,10,0,6,3,0,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,14,SER UTIL PUB,3,SERV IND UP,1,126,122,4,69,43,14,0,0,0,0,0,0,0,1,0,7,87,15,16,0,0,0,5,31,46,34,10,0,0,0,0,27,35,29,18,11,4,0,1,0,1,1,7,16,13,0,0,59,0,30,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,15,CONSTR CIVIL,4,CONSTR CIVIL,19,113,109,4,50,54,6,1,0,2,0,1,10,0,6,17,13,63,1,2,0,0,1,22,28,34,20,8,0,0,1,12,57,38,3,0,0,1,0,0,0,1,0,1,5,9,6,0,84,0,8,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,16,COM VAREJ,5,COMERCIO,210,"2,134","1,322",812,"1,208",694,149,9,3,71,0,2,36,28,92,224,320,"1,279",74,78,1,0,48,539,362,592,366,218,9,3,50,610,713,450,161,85,32,1,4,0,0,25,90,22,72,569,761,37,392,143,48,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,17,COM ATACAD,5,COMERCIO,17,70,36,34,51,12,6,0,0,1,0,0,0,0,3,4,7,48,6,2,0,0,1,8,10,18,16,16,1,0,0,24,12,24,8,0,1,0,0,0,0,1,2,1,5,25,20,0,15,1,1,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,18,INST FINANC,6,SERVICOS,8,68,38,30,50,11,4,3,0,0,0,0,0,0,0,1,1,20,12,34,0,0,1,9,26,21,6,5,0,0,2,4,4,3,17,15,9,7,4,2,1,0,11,9,1,46,1,0,0,0,0,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,19,ADM TEC PROF,6,SERVICOS,52,368,187,181,233,71,22,2,0,40,0,0,8,35,3,23,18,223,25,29,4,0,0,69,77,120,60,39,3,0,5,141,73,69,42,10,11,7,0,0,0,10,13,15,60,190,56,0,28,0,6,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,20,TRAN E COMUN,6,SERVICOS,27,150,113,37,93,37,17,0,1,2,0,0,0,8,10,29,7,86,6,4,0,0,2,13,16,46,38,31,4,0,17,23,60,37,8,3,0,0,0,0,0,2,8,0,10,35,25,0,65,3,4,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,21,ALOJ COMUNIC,6,SERVICOS,53,697,321,376,424,193,56,7,3,14,0,0,14,12,24,68,204,268,10,96,0,1,112,222,66,141,90,63,3,1,221,175,129,129,22,10,4,0,0,0,0,6,22,81,81,272,204,0,28,2,7,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,22,MED ODON VET,6,SERVICOS,23,46,3,43,18,15,8,1,1,3,0,0,0,0,1,1,1,39,1,3,0,0,0,15,9,10,6,5,1,0,2,41,1,1,1,0,0,0,0,0,0,0,0,3,3,30,8,1,1,0,0,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,23,ENSINO,6,SERVICOS,15,317,69,248,231,45,7,3,0,31,0,0,1,3,4,15,12,53,14,207,8,0,0,21,49,101,89,55,2,1,11,91,90,57,42,13,7,0,0,0,0,5,2,156,76,26,57,0,0,0,0,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,1,EXTR MINERAL,1,EXTR MINERAL,1,11,10,1,10,1,0,0,0,0,0,2,0,2,1,4,1,0,0,1,0,0,0,0,0,1,4,4,2,0,0,3,1,3,0,0,0,0,0,0,0,4,1,0,0,0,1,0,8,0,1,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,2,MIN NAO MET,2,IND TRANSF,2,16,9,7,14,2,0,0,0,0,0,0,0,1,1,4,2,3,2,3,0,0,0,1,4,6,2,3,0,0,0,3,2,2,5,3,0,0,1,0,0,0,1,1,4,4,0,0,6,0,0,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,3,IND METALURG,2,IND TRANSF,11,65,56,9,48,12,4,0,0,1,0,0,1,0,2,25,7,24,0,6,0,0,0,5,4,19,19,16,2,0,1,11,25,19,4,3,2,0,0,0,0,0,0,1,1,5,2,0,48,5,3,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,4,IND MECANICA,2,IND TRANSF,3,25,20,5,22,3,0,0,0,0,0,0,0,1,0,4,0,17,1,2,0,0,0,4,2,9,7,2,1,0,0,0,9,11,3,0,0,1,0,0,0,1,0,1,2,7,3,0,11,0,1,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,5,ELET E COMUN,2,IND TRANSF,4,43,35,8,24,17,1,0,0,1,0,0,0,1,3,18,3,16,1,1,0,0,0,5,9,10,10,9,0,0,0,19,16,7,0,1,0,0,0,0,0,0,1,1,3,3,14,0,20,1,0,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,7,MAD E MOBIL,2,IND TRANSF,5,25,24,1,14,9,1,0,0,1,0,0,0,1,2,4,7,10,0,1,0,0,0,2,1,3,7,10,2,0,0,6,3,7,1,2,2,0,0,0,0,4,0,0,0,3,0,0,22,0,0,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,8,PAPEL E GRAF,2,IND TRANSF,8,34,20,14,27,3,0,0,0,4,0,0,0,0,1,3,3,24,0,3,0,0,0,4,2,14,9,5,0,0,0,2,17,8,5,2,0,0,0,0,0,0,0,3,0,4,3,0,22,1,1,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,9,BOR FUM COUR,2,IND TRANSF,3,9,7,2,5,1,0,0,0,3,0,0,0,0,1,1,0,5,0,2,0,0,0,1,2,2,0,3,1,0,0,0,2,4,0,0,1,0,0,0,0,2,0,1,0,1,0,0,3,4,0,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,10,IND QUIMICA,2,IND TRANSF,4,221,161,60,121,71,19,4,0,6,0,0,3,3,7,33,13,125,8,23,6,0,0,18,40,94,41,26,2,0,0,4,97,52,24,13,15,9,4,1,0,2,4,6,24,27,10,0,90,58,2,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,11,IND TEXTIL,2,IND TRANSF,6,70,23,47,36,25,9,0,0,0,0,0,0,5,7,14,8,35,0,1,0,0,0,7,7,21,22,13,0,0,3,40,17,5,5,0,0,0,0,0,0,0,2,0,1,15,2,0,46,2,2,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,13,ALIM E BEB,2,IND TRANSF,7,69,28,41,34,20,8,0,0,7,0,0,2,5,7,12,11,32,0,0,0,0,0,7,5,19,24,13,1,0,0,9,47,8,1,0,0,0,0,0,0,4,2,0,0,22,16,0,20,7,2,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,15,CONSTR CIVIL,4,CONSTR CIVIL,20,179,170,9,109,63,5,0,1,1,0,0,1,0,5,47,42,74,5,4,1,0,0,19,26,59,42,32,1,0,1,24,99,46,7,1,0,1,0,0,0,0,3,2,18,12,13,0,127,0,4,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,16,COM VAREJ,5,COMERCIO,139,779,478,301,399,239,30,4,1,106,0,0,10,17,34,104,78,495,23,18,0,0,6,192,125,215,152,82,7,0,13,327,256,128,30,8,4,2,2,0,0,9,31,9,26,160,273,18,165,52,45,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,17,COM ATACAD,5,COMERCIO,14,101,53,48,53,15,4,0,0,29,0,0,1,3,1,3,4,76,6,7,0,0,1,26,14,32,16,9,3,0,0,25,37,26,10,0,0,0,0,0,0,3,1,1,11,27,26,0,26,8,1,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,18,INST FINANC,6,SERVICOS,2,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,2,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,19,ADM TEC PROF,6,SERVICOS,37,134,79,55,67,61,3,0,0,3,0,0,6,4,10,21,9,70,6,7,1,0,0,32,18,35,21,24,4,0,1,58,38,25,4,6,1,0,0,0,0,1,2,5,7,32,32,6,48,1,1,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,20,TRAN E COMUN,6,SERVICOS,24,116,94,22,64,38,1,0,0,13,0,0,1,2,10,55,8,38,0,2,0,0,0,5,13,35,31,27,5,1,7,22,29,14,0,0,0,0,0,0,0,43,1,0,7,9,6,0,92,1,0,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,21,ALOJ COMUNIC,6,SERVICOS,20,67,22,45,31,11,5,19,0,1,0,0,0,2,7,6,9,34,3,6,0,0,1,11,6,21,15,12,1,0,2,41,8,8,3,3,0,0,0,0,0,2,8,1,8,17,31,0,0,2,0,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,22,MED ODON VET,6,SERVICOS,2,4,1,3,1,0,2,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,1,2,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,23,ENSINO,6,SERVICOS,12,135,26,109,56,38,1,0,1,39,0,0,0,0,0,6,2,36,4,87,0,0,0,15,16,55,34,15,0,0,5,49,24,46,10,0,0,0,0,0,0,1,2,73,28,6,23,1,0,0,2,0
3.55E+20,3.55E+12,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,25,AGRICULTURA,8,AGROPECUARIA,2,3,3,0,1,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
3.55E+20,3.55E+12,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,3,Norte,5,NORTE 2,2,MIN NAO MET,2,IND TRANSF,1,60,50,10,31,1,1,0,0,27,0,0,1,1,1,13,1,38,0,5,0,0,1,9,13,19,11,7,0,0,1,10,19,26,2,2,0,0,0,0,0,0,1,2,2,16,1,0,32,6,0,0
